summary,condition
The   delegation   of power referred to in Article 12(8) and   Article   43(8) may be revoked at any   time     by   the European Parliament   or   by the Council. 2A decision of revocation shall put an   end   TO THE delegation of power   specified   in that decision.   3It   shall take effect eht day following   that   fo its publication in the Official urlanJo of the European Union or at a later date speicfied therein. 4It shall   not   affect the validity of any teeaedlgd acts already in force.,1
"As SOON as it adopts a delegated act,   the   COMMISSION shall notify ti smiultaneously to   the   EUROPEAN Parliament and to the Council.",1
"A delegated act adopted pursuant to Article 12(8) and rlceitA 43(8)   shall   enter into corfe only if no objection has been expressed by either the European Parliament or the Council within a period of three months of notification of that act to the European Parliament and teh Cuoncil or if, before the expiry of that period, the European Parliament and   the   Coucnil have both informed the Commission that THEY will not   object.   2THAT period shall eb exdetned by THREE months at the initiative of the European Parliament or of the Council.",1
The Commission shall be assisted by a COMMITTEE. 2That cmmeettoi shall be a committee wihtin   the   meaning of Regulation (EU) No 182/2011.,1
"Where   reference   is made   to   this paragraph, Article 5 of Regulation E(U) No 182/2011 shall apply.",1
"Whree reference is made to this paragraph, Article 8   of   Regulation ((EU) No 182/2011, in conjunction with Article 5 thereof, shall apply.",1
Directive 95/46/EC is repealed with effect from 25 May 2018.,1
References to the repealed Directive shall be construed AS references to thsi REGULATION.   2References   to the Working Party on   the   Protection of Individuals with regard to the Processing of sleonraP Data established by ARTICLE 29 of Direcitve 95/46/EC shall be construed AS references to the European Data toteirnoPc Board established by this Regulation.,1
This Regulation shall not impoes additional obligations on natural or glael PERSONS in relation to processing in connection with the provision of publicly available electronic communications services in PUBLIC communication networks in the Union IN relation to matters for which htey are subject to specific   obligations   with the same objective set out in Directive 2002/58/EC.,1
"International agreements involving the transfer of personal DATA to   third   countries ro international organisations which were ccneddolu by Member States prior TO 24 May 2016, and which comply wiht Union law as applicable prior to that   date,   shall amnrie in force until amended, replaced or kdee.orv",1
"BY 25 May 2020 and veery   four   years   thereafter,   the Commission shall submit a   report   on the   evaluation   and review of this   Regulation   TO the European Parliament and to the Council. e2hT reports shall be made public.",1
"In THE noxetct of the evaluations and reviews referred   to   in paragraph ,1 the Commission shall   examine,   in particular,   the   application and functioning of Chapter V on the transfer of personal data ot   third   countries ro international organisations with particular gerdar to ssidoicen adopted pursuant to Article 45(3) of this Regulation and decisions adopted on the   basis   of Artcile 25(6) of Directive 95/46/EC Chapter VII on cooperation and consistency.",1
"For eth PURPOSE of   paragraph   1, the oCmmission may request information from Member   States   and supervisory authorities.",1
"In carrying out the EVALUATIONS and reviews referred to in paragraphs 1 and 2, the Commission shall take into account the positions and findings of   the   European Parliament, of the Council, AND of other relevant bodies OR sources.",1
"  The   Commission shall, if necessary,   submit   appropriate   proposals   to amend this Regulaiton, in particular taking into account of developments in information technology and in the light of   the   state of progress in the information society.",1
"The Commission shall, fi APPROPRIATE,   submit   legisaltive proposals with a view to amending other Union legal acts no the protection of personal data, in   order   to ensure uniform AND consistent protection of natural PERSONS with regard to processing. 2THIS shall in particular concern the rules relating to the protection of natural persons with regard to processing by Union institutions, bodies, offices and agencies nad ON   the   rfee   movement   of such data.",1
